Unnamed: 0,lowgel.postgel-Placebo.postgel,Placebo.postgel-Placebo.baseline,(lowgel.postgel-lowgel.baseline)-(Placebo.postgel-Placebo.baseline),lowgel.postgel,Placebo.postgel,Placebo.postgel.1,Placebo.baseline,lowgel.postgel-lowgel.baseline,Placebo.postgel-Placebo.baseline.1,genes
38,0.0162296281632566,-0.0911874650879692,-0.148527971021102,2.66827934678675,2.6520497186234904,2.6520497186234904,2.7432371837114604,-0.239715436109071,-0.0911874650879692,ENSMMUG00000015625
41,0.253039842354237,-1.20377265185728,0.466427570622229,0.391104549347599,0.13806470699336199,0.13806470699336199,1.3418373588506398,-0.737345081235052,-1.20377265185728,ENSMMUG00000019123
42,0.0067384291222278795,-0.158216992240731,-0.0291804097479513,6.4331363889741695,6.4263979598519505,6.4263979598519505,6.5846149520926796,-0.187397401988682,-0.158216992240731,ENSMMUG00000012121
43,0.0315468468067861,-0.123641417706684,-0.0518213649491805,6.93502070063553,6.90347385382875,6.90347385382875,7.02711527153543,-0.17546278265586499,-0.123641417706684,ENSMMUG00000020536
45,-0.0372426325473612,1.53776998073978,0.23838373103670701,5.4059522650584295,5.4431948976057996,5.4431948976057996,3.90542491686601,1.7761537117764898,1.53776998073978,ENSMMUG00000018409
49,0.20689893823409802,-0.178545358436784,0.41639645325572294,1.12831675139163,0.921417813157535,0.921417813157535,1.09996317159432,0.237851094818939,-0.178545358436784,ENSMMUG00000000043
50,-0.078780963413748,0.9857721181682692,-0.0320320451326234,0.137908283068524,0.216689246482272,0.216689246482272,-0.7690828716859971,0.9537400730356459,0.9857721181682692,ENSMMUG00000018813
51,0.0827527471325373,-0.836894532432882,0.31669002066433805,5.00991429174821,4.92716154461567,4.92716154461567,5.76405607704856,-0.520204511768544,-0.836894532432882,ENSMMUG00000000522
52,0.245413147933186,-0.644771054814556,0.283866898995089,1.6160518611287298,1.3706387131955502,1.3706387131955502,2.0154097680101,-0.360904155819467,-0.644771054814556,ENSMMUG00000002630
53,0.0215305122031939,-0.41362878516229895,0.0385196778014532,4.777535507944441,4.7560049957412405,4.7560049957412405,5.16963378090354,-0.375109107360846,-0.41362878516229895,ENSMMUG00000021691
54,0.123176953944491,-0.18010528367092396,-0.0872831583400213,3.98821833671829,3.8650413827738,3.8650413827738,4.04514666644472,-0.267388442010945,-0.18010528367092396,ENSMMUG00000006761
55,-0.118593337119885,-0.286290452602247,0.105519595774968,6.0605800333125694,6.1791733704324505,6.1791733704324505,6.465463823034701,-0.180770856827279,-0.286290452602247,ENSMMUG00000012140
57,-0.321511894473198,-0.0677094696967977,-0.173925806396892,2.7512241874797403,3.0727360819529403,3.0727360819529403,3.1404455516497403,-0.24163527609368998,-0.0677094696967977,ENSMMUG00000002676
58,-0.0117687180602699,-0.8603543352232901,0.19739231401785898,4.505041768592901,4.51681048665317,4.51681048665317,5.377164821876461,-0.662962021205431,-0.8603543352232901,ENSMMUG00000020532
63,0.177233080320085,-0.285282859265402,0.024969184209942003,5.37637129866756,5.19913821834748,5.19913821834748,5.484421077612881,-0.26031367505546,-0.285282859265402,ENSMMUG00000012244
66,0.35373527665606397,-0.5202459370831011,0.17977159932696,4.10413499376662,3.75039971711055,3.75039971711055,4.2706456541936495,-0.34047433775614194,-0.5202459370831011,ENSMMUG00000008940
69,0.173624851420636,-0.28268695781471304,0.0368674684439649,2.8899665989677104,2.71634174754707,2.71634174754707,2.99902870536179,-0.24581948937074802,-0.28268695781471304,ENSMMUG00000020774
73,0.323681991139859,-0.263713240381819,-0.0558906400171271,4.236953320602621,3.9132713294627597,3.9132713294627597,4.17698456984458,-0.31960388039894605,-0.263713240381819,ENSMMUG00000011047
79,-0.461334130020464,-0.943417161463763,0.25690593910692605,-0.241694893118336,0.219639236902128,0.219639236902128,1.16305639836589,-0.6865112223568371,-0.943417161463763,ENSMMUG00000009054
80,-0.162679698825047,0.00059432683925742,-0.143264330117493,6.0883139433760896,6.25099364220114,6.25099364220114,6.25039931536188,-0.14267000327823498,0.00059432683925742,ENSMMUG00000012310
81,-0.14845862145619598,-0.46294207038216906,0.179711515542999,3.1328320827181804,3.28129070417437,3.28129070417437,3.7442327745565405,-0.28323055483917,-0.46294207038216906,ENSMMUG00000022802
82,-0.2302363417639,-0.853561852557874,0.441094719877531,6.6007621817902695,6.83099852355417,6.83099852355417,7.6845603761120405,-0.41246713268034296,-0.853561852557874,ENSMMUG00000011770
83,0.831274426192308,-3.18811703467518,1.8586442328550499,-2.30743672564923,-3.1387111518415405,-3.1387111518415405,0.0494058828336406,-1.3294728018201298,-3.18811703467518,ENSMMUG00000009583
85,0.0192286188656923,-0.4348770261508089,0.4115675627373,1.03427227108712,1.0150436522214301,1.0150436522214301,1.44992067837224,-0.0233094634135094,-0.4348770261508089,ENSMMUG00000006468
86,-0.266956350378647,-0.920160866765919,0.7823598302414679,4.38422240746826,4.65117875784691,4.65117875784691,5.57133962461282,-0.13780103652445097,-0.920160866765919,ENSMMUG00000011178
87,-0.0645128343630432,-0.139271606608859,-0.0979193825355065,7.825186857881401,7.889699692244441,7.889699692244441,8.0289712988533,-0.237190989144366,-0.139271606608859,ENSMMUG00000022297
88,-0.46569895978163506,-0.37954579149528206,0.270445192652756,3.7150443860371,4.18074334581874,4.18074334581874,4.56028913731402,-0.109100598842526,-0.37954579149528206,ENSMMUG00000015583
89,-0.0998644590530695,-0.781223286048821,0.367187476839545,2.84875276854539,2.9486172275984597,2.9486172275984597,3.7298405136472796,-0.414035809209277,-0.781223286048821,ENSMMUG00000000063
90,-0.0337143672520983,-0.21064508662057002,0.0282341164437887,1.8838274637082402,1.91754183096033,1.91754183096033,2.1281869175809,-0.182410970176781,-0.21064508662057002,ENSMMUG00000004902
91,0.49300180306572294,-1.1008467118893799,0.559276499090634,-0.39663445723174495,-0.889636260297468,-0.889636260297468,0.21121045159190902,-0.541570212798743,-1.1008467118893799,ENSMMUG00000020041
92,0.23858667477989604,-0.9318656310150608,0.264011337993288,0.158527070103682,-0.080059604676214,-0.080059604676214,0.8518060263388469,-0.6678542930217729,-0.9318656310150608,ENSMMUG00000022677
93,-0.0364561343174029,0.449698284028399,-0.527591514159766,0.0493937709050818,0.0858499052224847,0.0858499052224847,-0.363848378805915,-0.0778932301313671,0.449698284028399,ENSMMUG00000003201
95,-0.12610089196054303,0.10899426541035,-0.0796404306693752,6.33744189710258,6.46354278906312,6.46354278906312,6.3545485236527695,0.0293538347409745,0.10899426541035,ENSMMUG00000013374
96,-0.091647775394578,-0.27273370459912805,0.268779206641953,0.8572869853035259,0.948934760698104,0.948934760698104,1.22166846529723,-0.00395449795717495,-0.27273370459912805,ENSMMUG00000008730
97,-0.0619622208171489,-0.23770963019315197,-0.008461134465173709,4.67763198443338,4.739594205250531,4.739594205250531,4.97730383544368,-0.24617076465832502,-0.23770963019315197,ENSMMUG00000029229
98,0.0656460866531399,-1.75842685412848,1.0969665204308598,1.4340969289088201,1.36845084225568,1.36845084225568,3.12687769638415,-0.6614603336976129,-1.75842685412848,ENSMMUG00000011735
99,-0.20126110333053399,-0.43321637575460603,0.140123613431518,6.37115868737685,6.57241979070738,6.57241979070738,7.00563616646199,-0.293092762323088,-0.43321637575460603,ENSMMUG00000023456
100,0.13922488691937196,-0.843472021681025,0.692970218792482,1.9959595412245401,1.85673465430517,1.85673465430517,2.70020667598619,-0.15050180288854298,-0.843472021681025,ENSMMUG00000018160
101,-0.138571135485485,0.0283126840679158,0.0104274781823017,5.50772814829781,5.6462992837833,5.6462992837833,5.61798659971538,0.0387401622502175,0.0283126840679158,ENSMMUG00000000495
102,-0.119670901689301,-0.0507329618687287,0.0162100722355687,4.46640336141483,4.5860742631041305,4.5860742631041305,4.63680722497286,-0.034522889633160005,-0.0507329618687287,ENSMMUG00000000784
104,0.0216113353079885,-0.33631596675610403,0.11906349543178098,4.4200611661331,4.39844983082511,4.39844983082511,4.73476579758121,-0.217252471324324,-0.33631596675610403,ENSMMUG00000014138
105,-0.0389378143113506,1.76855380772309,0.21630034108854998,4.55303082757104,4.5919686418823895,4.5919686418823895,2.8234148341593,1.9848541488116398,1.76855380772309,ENSMMUG00000020338
106,-0.14735034062684998,0.11244074835331401,-0.144363901521852,4.68935207501692,4.83670241564377,4.83670241564377,4.72426166729046,-0.0319231531685382,0.11244074835331401,ENSMMUG00000006332
107,-0.0424154399446595,-0.29667801468842203,0.143954753412028,7.39327478419124,7.435690224135901,7.435690224135901,7.73236823882432,-0.15272326127639402,-0.29667801468842203,ENSMMUG00000016562
108,-0.292585358880601,0.117717764995209,-0.14805337898568902,5.0821318247486,5.3747171836292,5.3747171836292,5.256999418634,-0.0303356139904798,0.117717764995209,ENSMMUG00000007569
109,-0.0621483864665642,0.184732032224528,-0.0809745720561512,5.173370242724849,5.23551862919142,5.23551862919142,5.05078659696689,0.10375746016837699,0.184732032224528,ENSMMUG00000010990
110,-0.20606630410020102,-0.22745396982904398,-0.0484006693000758,5.14838461328059,5.35445091738079,5.35445091738079,5.58190488720984,-0.27585463912912,-0.22745396982904398,ENSMMUG00000015279
111,-0.213699149987921,0.236455544252943,-0.184767194579877,6.507599224896669,6.72129837488459,6.72129837488459,6.484842830631651,0.05168834967306599,0.236455544252943,ENSMMUG00000000153
113,0.0439117511382534,-0.395237685193016,0.100915058325503,5.23505655338572,5.19114480224747,5.19114480224747,5.58638248744048,-0.294322626867513,-0.395237685193016,ENSMMUG00000015948
114,-0.6503258464963381,1.37360400019667,-0.137468414234589,2.73728981691185,3.38761566340819,3.38761566340819,2.01401166321152,1.23613558596208,1.37360400019667,ENSMMUG00000013950
115,-0.0676743285815595,0.10076448418032101,-0.11519733698757001,5.967934386827849,6.03560871540941,6.03560871540941,5.934844231229089,-0.014432852807248998,0.10076448418032101,ENSMMUG00000015970
117,0.128763230764006,-0.23518076806466895,0.118231714263841,3.46719877276542,3.33843554200141,3.33843554200141,3.5736163100660803,-0.11694905380082801,-0.23518076806466895,ENSMMUG00000031457
118,0.660640391910442,-0.5817802243392111,0.454490207772006,0.8598902424012901,0.199249850490848,0.199249850490848,0.78103007483006,-0.12729001656720598,-0.5817802243392111,ENSMMUG00000006607
119,0.0212578171698574,-0.0332136333995843,-0.0868467675647446,6.249999219642381,6.22874140247252,6.22874140247252,6.2619550358720995,-0.12006040096432902,-0.0332136333995843,ENSMMUG00000010008
120,0.015866254791054,0.194517123387933,-0.0457838446331538,7.943018971497249,7.9271527167062,7.9271527167062,7.732635593318269,0.14873327875477899,0.194517123387933,ENSMMUG00000012242
121,-1.82066791253522,-0.7302560345795841,0.0996280222326185,0.564671589333847,2.38533950186907,2.38533950186907,3.11559553644866,-0.6306280123469661,-0.7302560345795841,ENSMMUG00000019646
122,0.636701230134895,0.485180129247666,0.1566221677343,-0.25099331081480397,-0.8876945409496991,-0.8876945409496991,-1.37287467019737,0.641802296981967,0.485180129247666,ENSMMUG00000014410
127,0.14065166302686702,-0.369443697179104,0.13595203924200802,4.7648948078697595,4.62424314484289,4.62424314484289,4.99368684202199,-0.23349165793709603,-0.369443697179104,ENSMMUG00000010146
128,-0.33856553848176,0.29666215738717305,-0.31344875389766497,1.96550909584546,2.3040746343272205,2.3040746343272205,2.00741247694005,-0.0167865965104923,0.29666215738717305,ENSMMUG00000011236
129,0.0321572991476717,-0.137941467040153,0.0466377183981397,5.07620307262367,5.044045773476,5.044045773476,5.1819872405161505,-0.0913037486420132,-0.137941467040153,ENSMMUG00000000696
130,0.0159562769705928,-0.702046076816801,0.0473118492429507,2.3058871878882004,2.28993091091761,2.28993091091761,2.99197698773441,-0.65473422757385,-0.702046076816801,ENSMMUG00000019532
131,-0.0775614506256543,-0.19203263045040897,0.13933327533948,7.157326141010901,7.234887591636549,7.234887591636549,7.42692022208696,-0.0526993551109296,-0.19203263045040897,ENSMMUG00000013495
132,0.0240599443141294,-0.540596912805181,0.120801543300834,3.9412266972361603,3.9171667529220295,3.9171667529220295,4.45776366572722,-0.4197953695043471,-0.540596912805181,ENSMMUG00000001994
133,-0.0175124638265345,-0.49952232442173294,-0.0815748414149455,6.35531075159648,6.37282321542302,6.37282321542302,6.87234553984475,-0.581097165836678,-0.49952232442173294,ENSMMUG00000009094
134,-0.161305811092393,-0.158272730946631,0.139903129746478,4.69925269841079,4.860558509503179,4.860558509503179,5.0188312404498205,-0.0183696012001526,-0.158272730946631,ENSMMUG00000012526
136,0.094367950632317,-0.5347557220236421,0.222865544166226,5.7713735762587905,5.67700562562647,5.67700562562647,6.21176134765012,-0.311890177857416,-0.5347557220236421,ENSMMUG00000029909
137,-0.0820353763096708,-0.45763057949227104,0.256904339846759,2.07061436942553,2.1526497457352,2.1526497457352,2.61028032522747,-0.200726239645512,-0.45763057949227104,ENSMMUG00000016232
138,0.588252172751152,-0.9055113117345941,0.716671557251571,2.00215565323685,1.4139034804857,1.4139034804857,2.31941479222029,-0.18883975448302304,-0.9055113117345941,ENSMMUG00000015050
143,0.6380883285716171,0.31202530004622997,-0.275530164754668,4.39317399350181,3.75508566493019,3.75508566493019,3.44306036488396,0.0364951352915623,0.31202530004622997,ENSMMUG00000019278
144,0.24378819631910198,-0.44856303140357107,-0.100017756968785,6.109558835552139,5.865770639233039,5.865770639233039,6.31433367063661,-0.548580788372356,-0.44856303140357107,ENSMMUG00000008560
146,-0.0133299906716431,0.141903291013375,-0.10064506503849499,5.21206599008309,5.2253959807547306,5.2253959807547306,5.083492689741361,0.0412582259748806,0.141903291013375,ENSMMUG00000031329
147,0.0527131119773485,-0.14246902872206602,0.0223526595472023,3.76236749867962,3.7096543867022698,3.7096543867022698,3.8521234154243396,-0.120116369174864,-0.14246902872206602,ENSMMUG00000004421
148,-0.0986727992040572,0.0568891104487204,-0.269934332133813,4.6054087358388,4.70408153504286,4.70408153504286,4.64719242459414,-0.21304522168509302,0.0568891104487204,ENSMMUG00000011002
150,-0.0613288088419495,0.0273373754348993,-0.10798966577240302,4.429647216451549,4.4909760252935,4.4909760252935,4.4636386498586,-0.080652290337504,0.0273373754348993,ENSMMUG00000012583
151,0.34687067309081504,-0.0848268984424241,-0.0665900822606202,5.5593980770990505,5.212527404008231,5.212527404008231,5.2973543024506595,-0.15141698070304402,-0.0848268984424241,ENSMMUG00000030253
152,0.695667978358925,-0.0673512025197932,0.351758758661805,0.46283371523694394,-0.23283426312198102,-0.23283426312198102,-0.16548306060218698,0.28440755614201196,-0.0673512025197932,ENSMMUG00000002931
153,0.0599034432726366,0.00839533969959039,0.00471536093086078,3.61945006074175,3.55954661746912,3.55954661746912,3.55115127776953,0.0131107006304512,0.00839533969959039,ENSMMUG00000011414
154,0.11464920937056099,0.45997937003447703,0.294071795882752,1.9479032566416699,1.8332540472711,1.8332540472711,1.37327467723663,0.7540511659172291,0.45997937003447703,ENSMMUG00000004971
155,0.171731518439093,-0.23763419045613798,-0.0172408825082724,3.90936094470345,3.7376294262643497,3.7376294262643497,3.9752636167204907,-0.25487507296441,-0.23763419045613798,ENSMMUG00000019414
157,0.053908493440650004,0.686407471669041,-0.12477959667639,3.86669131344138,3.8127828200007303,3.8127828200007303,3.1263753483316896,0.561627874992651,0.686407471669041,ENSMMUG00000011732
158,-0.23430266613266895,0.7163231286562001,-0.19502049014168402,-0.6385009049102429,-0.404198238777574,-0.404198238777574,-1.12052136743377,0.521302638514516,0.7163231286562001,ENSMMUG00000029268
159,-0.08617174474570001,0.42767068300403605,-0.26895647402922795,8.46703723706464,8.55320898181034,8.55320898181034,8.1255382988063,0.158714208974809,0.42767068300403605,ENSMMUG00000016479
160,0.8459168494839681,0.42067254047398406,0.0202374081396584,2.7779890628005695,1.9320722133166,1.9320722133166,1.51139967284262,0.44090994861364297,0.42067254047398406,ENSMMUG00000016233
161,-0.044361242190237994,0.141515952054655,-0.11921065626038,5.5642120477407895,5.6085732899310194,5.6085732899310194,5.46705733787637,0.0223052957942746,0.141515952054655,ENSMMUG00000023056
163,-0.0752728478237752,0.8115087215523911,-0.572637489834258,1.4831331630866,1.5584060109103701,1.5584060109103701,0.7468972893579809,0.238871231718133,0.8115087215523911,ENSMMUG00000016253
164,0.17716354214333102,0.460221768553736,-0.0041536113577640395,4.32586735585422,4.14870381371089,4.14870381371089,3.6884820451571603,0.45606815719597293,0.460221768553736,ENSMMUG00000013826
166,-0.19134489031819601,0.188641585114439,-0.22450278335204601,5.79447211100922,5.985817001327421,5.985817001327421,5.797175416212981,-0.0358611982376065,0.188641585114439,ENSMMUG00000008409
167,0.0331251074728813,0.587618991663299,-0.422810139136055,4.31186864393006,4.27874353645718,4.27874353645718,3.69112454479388,0.164808852527244,0.587618991663299,ENSMMUG00000002277
168,-0.12553875905509101,-0.39616596689575895,0.0538240247114494,4.21485888986125,4.34039764891634,4.34039764891634,4.736563615812099,-0.34234194218430897,-0.39616596689575895,ENSMMUG00000008639
169,0.038730302305952,-0.24872723296946303,0.175445786632425,5.50408038390742,5.4653500816014695,5.4653500816014695,5.71407731457093,-0.0732814463370381,-0.24872723296946303,ENSMMUG00000013783
170,-0.00450794441667446,-0.15619293794643,0.0999023582144019,3.80918470449064,3.8136926489073097,3.8136926489073097,3.9698855868537404,-0.0562905797320279,-0.15619293794643,ENSMMUG00000018091
172,-1.2848532593396,0.11305265748364302,-0.17182233315169598,-2.44588543551493,-1.1610321761753402,-1.1610321761753402,-1.27408483365898,-0.0587696756680534,0.11305265748364302,ENSMMUG00000005485
173,-0.11323488266115099,0.0523657051821305,-0.15746691977209804,4.83262974893991,4.94586463160107,4.94586463160107,4.89349892641893,-0.105101214589967,0.0523657051821305,ENSMMUG00000004484
174,-0.110916651347631,0.157376283794263,-6.31051551334139e-05,6.5598366155836105,6.67075326693124,6.67075326693124,6.513376983136981,0.15731317863913,0.157376283794263,ENSMMUG00000014599
175,-0.0875956721738573,0.298899469457211,-0.111223159752361,4.340435363305589,4.4280310354794405,4.4280310354794405,4.12913156602223,0.18767630970485003,0.298899469457211,ENSMMUG00000007067
176,-0.19623786935228602,0.34367151741335994,-0.27999002795281397,3.79482144292059,3.99105931227288,3.99105931227288,3.64738779485952,0.0636814894605466,0.34367151741335994,ENSMMUG00000016041
177,-0.13894053500923903,0.136369206281053,-0.156098707217422,5.41813192324413,5.55707245825337,5.55707245825337,5.42070325197232,-0.0197295009363696,0.136369206281053,ENSMMUG00000031359
180,-0.09972694346041,-0.0907218295235515,0.0336010721126403,1.4513797521071101,1.55110669556752,1.55110669556752,1.64182852509107,-0.0571207574109112,-0.0907218295235515,ENSMMUG00000002026
181,-0.0972470162282377,0.153064478013401,-0.117008625356233,7.20085524992939,7.298102266157629,7.298102266157629,7.145037788144231,0.0360558526571682,0.153064478013401,ENSMMUG00000021825
182,-0.145977906802501,-0.0429624722293811,0.34679898126054,2.0993161276211,2.2452940344236003,2.2452940344236003,2.2882565066529796,0.303836509031159,-0.0429624722293811,ENSMMUG00000019224
183,-0.0611414863610755,0.0134552175322895,0.277699014932261,3.12285400023604,3.1839954865971203,3.1839954865971203,3.17054026906483,0.29115423246454997,0.0134552175322895,ENSMMUG00000009494
185,-0.0508501117932479,-1.09407905993064,0.21875423121415802,0.4501156407407729,0.500965752534021,0.500965752534021,1.59504481246466,-0.8753248287164821,-1.09407905993064,ENSMMUG00000011590
187,-0.192585430204987,0.0586423018057598,-0.0512356744025038,5.033837889101691,5.22642331930668,5.22642331930668,5.16778101750092,0.00740662740325604,0.0586423018057598,ENSMMUG00000007158
192,-0.5741184711884649,1.59006231946798,-0.036695496776182,-0.0511356634760833,0.522982807712382,0.522982807712382,-1.06707951175559,1.5533668226917903,1.59006231946798,ENSMMUG00000013219
194,0.0382574532312399,0.0659863743947291,-0.0249147313808145,7.274606284683889,7.236348831452649,7.236348831452649,7.170362457057919,0.0410716430139146,0.0659863743947291,ENSMMUG00000003649
196,-0.16974913699889901,0.225020419715561,-0.0837206575188052,10.0953309418944,10.2650800788933,10.2650800788933,10.040059659177698,0.141299762196756,0.225020419715561,ENSMMUG00000018140
198,-0.10427875695318699,0.46779422536916904,-0.327328243167407,0.650618223360056,0.7548969803132429,0.7548969803132429,0.28710275494407395,0.14046598220176199,0.46779422536916904,ENSMMUG00000017319
200,0.160720959253464,-0.0342371613751125,-0.0488687510235986,6.09386604146767,5.9331450822142004,5.9331450822142004,5.96738224358932,-0.083105912398711,-0.0342371613751125,ENSMMUG00000018810
202,0.16500620853278197,-1.05598507646347,0.594034033586541,1.78739396509211,1.6223877565593303,1.6223877565593303,2.67837283302279,-0.461951042876925,-1.05598507646347,ENSMMUG00000017063
217,0.211706604353863,-0.0982955902844775,-0.00103843066475307,4.67273123867512,4.46102463432126,4.46102463432126,4.55932022460573,-0.0993340209492306,-0.0982955902844775,ENSMMUG00000000746
222,-0.0289102602048166,0.5962620817988901,-0.148461477413587,3.84463518351036,3.87354544371518,3.87354544371518,3.27728336191629,0.44780060438530295,0.5962620817988901,ENSMMUG00000010105
236,-0.00891658664902106,0.0948233095124134,-0.0448269840358648,2.5337415883195096,2.5426581749685297,2.5426581749685297,2.44783486545612,0.0499963254765485,0.0948233095124134,ENSMMUG00000013582
237,-0.0206923582920409,0.36538037859512,-0.17682504280713,3.84077861933645,3.8614709776284903,3.8614709776284903,3.49609059903337,0.18855533578798997,0.36538037859512,ENSMMUG00000012989
239,0.0197216652278387,0.462144409289807,-0.17673273081087398,4.473643567635571,4.45392190240773,4.45392190240773,3.9917774931179304,0.285411678478932,0.462144409289807,ENSMMUG00000008110
240,0.16554840059267,0.622358848044717,-0.24045892587935702,8.579177553681589,8.41362915308892,8.41362915308892,7.7912703050442005,0.38189992216536,0.622358848044717,ENSMMUG00000000618
241,-0.0841164982446818,-0.27902923783149003,0.5401303270996939,6.838409764170259,6.92252626241495,6.92252626241495,7.20155550024644,0.26110108926820397,-0.27902923783149003,ENSMMUG00000016948
242,-0.0512762078791598,-0.06374322620806701,-0.133244621087687,4.28389540546696,4.3351716133461204,4.3351716133461204,4.398914839554191,-0.196987847295754,-0.06374322620806701,ENSMMUG00000013448
243,0.104243653501332,-0.119915377291411,-0.0127447226276129,2.98658647219845,2.88234281869712,2.88234281869712,3.0022581959885297,-0.132660099919024,-0.119915377291411,ENSMMUG00000023438
244,0.44193379455255893,-0.0309032583993329,0.178425601187832,0.0391886287776383,-0.40274516577492103,-0.40274516577492103,-0.371841907375588,0.147522342788499,-0.0309032583993329,ENSMMUG00000017684
245,0.0306502955864811,-0.101390471963692,0.0359849291132068,6.60258726930017,6.57193697371369,6.57193697371369,6.67332744567739,-0.0654055428504847,-0.101390471963692,ENSMMUG00000008985
247,0.007910838749308091,-0.167251817969103,0.15664304990306302,7.02454414738886,7.01663330863955,7.01663330863955,7.183885126608651,-0.0106087680660405,-0.167251817969103,ENSMMUG00000015256
248,0.0046253854564266604,0.154888861986129,-0.225304573187809,7.839523431667111,7.83489804621068,7.83489804621068,7.6800091842245495,-0.0704157112016794,0.154888861986129,ENSMMUG00000013480
