Unnamed: 0,genes,logFC,AveExpr,t,P.Value,adj.P.Val,B,mean_WT,WT1_S1_WT,WT2_S2_WT,WT3_S3_WT,mean_TR,IBET4_1_S4_TR,IBET4_2_S5_TR,IBET4_3_S6_TR
22745,ENSMUSG00000031700,2.8431954025,6.16282271061,77.93324174,3.36367692443e-20,3.6028449017e-17,36.6682522014,0.667602252124,0.782150169019,0.528121747152,0.692534840201,-2.94404425243,-3.27790832479,-1.80522340981,-3.74900102271
9315,ENSMUSG00000074398,-2.39847910424,7.24548603717,-77.8788950561,3.39730778095e-20,3.6028449017e-17,36.7987003327,4.91780037296,4.95102435627,4.90451558889,4.89786117372,4.99198143304,4.93548371931,5.07600377865,4.96445680116
36693,ENSMUSG00000069045,-3.86181653302,5.54938127999,-73.4115257902,7.88799244904e-20,7.80753492606e-17,35.4131720789,5.82017264117,5.85492592,5.84720428601,5.75838771751,6.23813405424,6.22541614673,6.24555317991,6.24343283608
20297,ENSMUSG00000019970,2.24788859976,6.85214443503,71.2725737014,1.20238347713e-19,1.11573671781e-16,35.5452013861,0.713712690186,0.54899800187,0.808942398501,0.783197670187,0.700849582571,0.821902396798,0.680897783785,0.59974856713
10781,ENSMUSG00000038816,-2.19906237266,6.65508643988,-69.4471638224,1.74043729326e-19,1.520016029e-16,35.167041146,4.79091540598,4.82824872467,4.6982739779,4.84622351538,5.33901193654,5.35078680065,5.29558633299,5.37066267599
20685,ENSMUSG00000046687,2.29523334589,6.43694388579,68.351872994,2.18302863622e-19,1.80063478678e-16,34.9385314476,5.70026711907,5.78054414493,5.67414888539,5.6461083269,5.70261360341,5.70363118104,5.70416263494,5.70004699425
5096,ENSMUSG00000067786,-3.676930637,5.06900554211,-67.4662726378,2.62890593983e-19,2.05428244677e-16,34.1263941247,2.19504715585,2.38594722932,2.26662266588,1.93257157236,2.26857366318,2.15990197931,2.21817129658,2.42764771364
5229,ENSMUSG00000017009,-2.28334863242,6.37835925653,-66.2599849152,3.3996163242e-19,2.31377647164e-16,34.4915961592,1.18446422102,1.31589094523,1.07075841662,1.16674330122,3.01356440965,3.04226520347,2.95188354746,3.04654447802
22256,ENSMUSG00000031633,-1.31619256892,9.14065311949,-66.2260903941,3.42449323271e-19,2.31377647164e-16,34.4091655289,2.07046302473,1.99513223576,1.91307953305,2.30317730538,2.28465794272,2.37607770166,2.09484263902,2.38305348749
15447,ENSMUSG00000029814,4.5278357375,4.99637495164,66.2206428088,3.42850962322e-19,2.31377647164e-16,33.7142141053,3.53288250395,3.36688935538,3.55402782333,3.67773033314,3.62284243225,3.75977678391,3.56826036284,3.54049014998
4495,ENSMUSG00000027397,1.64867066957,7.78352510289,65.7414870659,3.80228487804e-19,2.45445754714e-16,34.374806237,6.46087775181,6.3507609114,6.50219754038,6.52967480365,5.97984300561,6.0869604684,5.88001573722,5.97255281123
27950,ENSMUSG00000080712,-5.04849860867,5.80218794583,-63.6750029341,5.99322937915e-19,3.70756152468e-16,33.487686673,1.9952073969,2.05575383791,1.88309385924,2.04677449355,1.76148634262,1.86877779246,1.56305819736,1.85262303805
37896,ENSMUSG00000024900,2.09153479083,6.52848559694,62.7991716327,7.30038476384e-19,4.02183585964e-16,33.7491244218,6.75666473925,6.75094002346,6.80523335992,6.71382083437,6.83367972545,6.83315345848,6.84684143647,6.82104428139
22137,ENSMUSG00000009628,-2.36441266479,7.18610787303,-62.7915106592,7.31308241835e-19,4.02183585964e-16,33.7424565865,6.31549700483,6.30856727713,6.32254799445,6.3153757429,6.66283942847,6.66919123796,6.65576276135,6.6635642861
36022,ENSMUSG00000036036,1.68457596964,7.41782326141,62.691779638,7.4805543937e-19,4.02183585964e-16,33.701233292,5.83191735676,5.8969529872,5.81182859139,5.78697049169,5.59497542327,5.60560278443,5.59564237643,5.58368110896
20529,ENSMUSG00000047139,-3.11386786562,5.2464985117,-62.5585289722,7.71074533537e-19,4.02183585964e-16,33.4167018701,4.36739299121,4.34517228933,4.37377619929,4.38323048499,2.48907223959,2.45257142426,2.53524263199,2.47940266252
9467,ENSMUSG00000089999,-2.48187189174,6.07841740916,-62.4767974302,7.85567723644e-19,4.02183585964e-16,33.6435628394,2.498104509,2.26278347751,2.63375573484,2.59777431464,1.70147660748,1.69773965889,1.67689953033,1.72979063323
13891,ENSMUSG00000029304,1.51980110794,8.00890213233,62.264299744,8.24630478171e-19,4.08109623647e-16,33.5704745336,4.37597333518,4.3390876227,4.44477777192,4.34405461091,1.94906671107,1.73904789199,2.10650027606,2.00165196517
34829,ENSMUSG00000053062,2.70381321658,5.69654668869,61.5560717778,9.70558205379e-19,4.51073102687e-16,33.4032995495,0.865409789066,0.885967371794,0.709928576291,1.00033341911,0.906206516606,0.659272429918,0.963264073804,1.0960830461
27949,ENSMUSG00000056895,-4.57803176584,5.78936640332,-61.4659984352,9.9101244033e-19,4.51073102687e-16,33.1454997802,4.63525934668,4.64556296103,4.57708646019,4.68312861882,-3.41087593409,-4.63372997858,-2.76116314509,-2.83773467859
27182,ENSMUSG00000020176,1.8344848262,6.90461882245,61.3832743943,1.01020431578e-18,4.51073102687e-16,33.4169204337,5.25114250761,5.29857394568,5.1758509544,5.27900262274,3.42013414971,3.55527121217,3.42664365381,3.27848758316
29825,ENSMUSG00000070327,4.29661745081,5.12113773777,61.2873044709,1.03296864628e-18,4.51073102687e-16,32.9426081807,7.01527829593,7.00936401606,6.99461250536,7.04185836635,7.26174911008,7.31029247141,7.19892359498,7.27603126385
7309,ENSMUSG00000056537,-1.26242672468,8.8368377048,-60.5145490295,1.23756251021e-18,5.2497401683e-16,33.0990241942,6.04738731567,5.98920735044,6.05730957309,6.09564502348,6.09842665122,6.09028958811,6.04433995888,6.16065040668
7190,ENSMUSG00000031297,1.91747313663,6.56606789405,59.9067060106,1.42889762613e-18,5.89301195976e-16,33.0759312112,3.70592581792,3.58824968887,3.72012616062,3.80940160427,0.212467141614,0.265901286222,0.2048723004,0.166627838221
23108,ENSMUSG00000031960,1.28184517692,9.15494132594,59.235848914,1.67741936896e-18,6.73098523538e-16,32.7555008823,1.84769187855,1.74199306024,1.67134036393,2.12974221149,-1.13033688248,-1.15653388788,-0.919364019255,-1.31511274031
38020,ENSMUSG00000092341,-1.30231487514,12.7994747081,-58.3152441394,2.09649049325e-18,7.8801054471e-16,32.1764856507,1.63655031621,1.88249953682,1.50410835789,1.52304305392,2.22734967907,2.3407336321,2.35151112084,1.98980428427
12287,ENSMUSG00000028766,3.04759578394,5.52291138486,58.1228589812,2.19747593483e-18,7.8801054471e-16,32.5728376816,5.81495414386,5.83236165028,5.85784275751,5.7546580238,5.66026805588,5.71229977765,5.68679515819,5.5817092318
19885,ENSMUSG00000030967,-2.27560495549,6.78935039924,-58.0089902393,2.25968850039e-18,7.8801054471e-16,32.6143785597,-0.15679097058,-0.1407409379,-0.50206626377,0.172434289928,0.420341953699,0.821902396798,-0.0301848669126,0.469308331212
27185,ENSMUSG00000020173,2.64798386573,5.71521787356,58.0082981221,2.26007235202e-18,7.8801054471e-16,32.5901037053,9.39253095753,9.39437548281,9.3859301565,9.39728723328,9.05898085925,9.05911505453,9.07379335854,9.04403416467
22656,ENSMUSG00000002885,2.75858500052,5.57725053195,57.9694934088,2.28170561575e-18,7.8801054471e-16,32.5606930443,2.79564451465,2.83825406402,2.77107173091,2.77760774903,3.758043141,3.79284614008,3.70872836354,3.77255491938
37696,ENSMUSG00000042439,2.63310974465,5.62989619489,57.9057049731,2.31774984521e-18,7.8801054471e-16,32.5573001392,3.2892832155,3.29326883079,3.16916835392,3.40541246178,3.67300400382,3.63767287135,3.72015552878,3.66118361132
27948,ENSMUSG00000020496,-1.72182852442,7.42615897308,-57.8684504586,2.33908218703e-18,7.8801054471e-16,32.5413050536,4.90954571101,4.93900529136,4.89515626842,4.89447557326,5.0627618575,5.00486558946,5.10970095179,5.07371903127
3860,ENSMUSG00000027239,1.90989354438,6.65506080366,57.7010036555,2.43759111995e-18,7.8801054471e-16,32.534668322,6.75551604968,6.73074767734,6.73667243398,6.79912803773,7.14908194547,7.17917796976,7.12813018552,7.13993768114
19081,ENSMUSG00000070436,2.40690225347,6.99118648689,57.6945614288,2.44146865068e-18,7.8801054471e-16,32.5244216336,4.62103492206,4.54342010442,4.5864208646,4.73326379716,4.79742021665,4.89798105504,4.72912690876,4.76515268615
36299,ENSMUSG00000010592,-3.47454750272,5.32461278756,-57.261123245,2.71813562895e-18,8.46680155905e-16,32.2378133655,1.60988966612,1.76032314361,1.38077710283,1.6885687519,2.03753659998,2.04381838579,1.99802664313,2.07076477101
24569,ENSMUSG00000075592,2.6194097391,5.39962820966,57.2328721386,2.73729692756e-18,8.46680155905e-16,32.367367862,2.53570788091,2.44379814936,2.54078383525,2.62254165813,2.96154351403,3.09624790902,2.71352367396,3.07485895912
4953,ENSMUSG00000027478,-1.40778352566,7.78317098087,-57.0557979818,2.86073691507e-18,8.66803285265e-16,32.3071264502,8.71534304829,8.7248353735,8.73277814425,8.68841562713,8.33872565196,8.33333511437,8.32694333745,8.35589850405
22797,ENSMUSG00000031665,4.92242740952,4.18618938012,56.7552476863,3.08408999624e-18,9.03540463454e-16,30.9915463197,3.94459950692,3.99272178264,3.88805724502,3.95301949311,3.92230504579,3.95939524382,3.93480039598,3.87271949757
3119,ENSMUSG00000026980,2.39232226366,5.35359491055,56.7299858306,3.10369526747e-18,9.03540463454e-16,32.2507614497,0.198465185623,0.108537890433,0.227628899329,0.259228767108,0.705273834882,0.659272429918,0.680897783785,0.775651290942
27953,ENSMUSG00000080152,-6.24545622431,5.41931055792,-56.3420388709,3.42212137875e-18,9.62756834189e-16,31.3142550889,2.31317223696,2.48846461652,2.1581245971,2.29292749727,1.81181671835,1.88113155775,1.78241106968,1.77190752762
22288,ENSMUSG00000031561,2.97829741971,5.07182788336,56.3251022674,3.43679613471e-18,9.62756834189e-16,32.0591944336,2.30849706224,2.37409337037,2.28966404971,2.26173376663,-0.37025927781,-0.0722992360689,-0.374547363864,-0.663931233497
10767,ENSMUSG00000003032,1.96679035553,6.28544858274,56.1662566974,3.57775051477e-18,9.83682627645e-16,32.1583743765,0.521113012618,0.218689380845,1.04390635522,0.300743301784,-4.36155084557,-2.59148600177,-3.67688492443,-6.81628161051
22469,ENSMUSG00000056204,2.61749863847,5.19002965166,55.9701762537,3.76032931606e-18,1.01508380646e-15,32.0285992639,6.13091954762,6.05007323694,6.1459946359,6.19669077002,6.28267997603,6.23927799129,6.31627961863,6.29248231818
17867,ENSMUSG00000001794,1.44592569504,8.28604705108,55.8288499289,3.89809345821e-18,1.03348202811e-15,31.9470585984,-0.868602089922,-0.620533358111,-0.761479147762,-1.22379376389,0.614392865136,0.659272429918,0.58415759836,0.59974856713
29944,ENSMUSG00000033799,-1.65120501372,7.15540800398,-55.7506596317,3.97662429229e-18,1.03580598014e-15,32.0137274612,-1.36818659932,-1.34443695166,-1.64950448168,-1.1106183646,0.742838012101,0.920955196752,0.771556684711,0.536002154839
22844,ENSMUSG00000031765,-2.50361608345,7.42700701478,-55.6805084382,4.0485221493e-18,1.03635186811e-15,31.9921782685,2.03559015389,2.08513541014,1.99946919359,2.02216585795,3.3067792635,3.19356266869,3.46789827279,3.25887684902
15562,ENSMUSG00000029781,1.85501817932,6.38558088354,55.5639309963,4.17109538937e-18,1.04963141095e-15,32.0002217033,4.60345893694,4.61818687479,4.5794257294,4.61276420665,5.17198596604,5.21830260792,5.15811540297,5.13953988723
6759,ENSMUSG00000031383,1.46977462648,7.74572230656,55.3459076621,4.41111566783e-18,1.091530572e-15,31.8588406611,5.19185213329,5.18951137433,5.22747731108,5.15856771445,5.77424594099,5.80193269375,5.77161438452,5.74919074469
14571,ENSMUSG00000029718,2.80899246969,5.1889248772,54.8951100479,4.9555448096e-18,1.19151782311e-15,31.7529789697,3.2346123603,3.13369801527,3.21803051487,3.35210855077,3.46981936577,3.36168009156,3.49918896979,3.54858903596
14883,ENSMUSG00000092035,-2.11143513207,6.322277759,-54.8794593869,4.975692398e-18,1.19151782311e-15,31.8294959761,1.44383551994,1.43478170691,1.46415804619,1.43256680673,1.84129778269,1.7116409034,1.97277227593,1.83948016873
26822,ENSMUSG00000079259,-1.02438859724,9.54217441617,-54.7120474571,5.19677297752e-18,1.22470616504e-15,31.5430774504,5.35937324874,5.34789072467,5.3815329794,5.34869604214,5.60495082699,5.58403859114,5.61209224034,5.61872164948
27857,ENSMUSG00000018593,1.94040304013,6.76112039127,54.468640781,5.53715674872e-18,1.28453384763e-15,31.6965479768,1.60122825584,1.38839437175,1.63581693211,1.77947346366,2.46386974163,2.40202887324,2.38060729796,2.60897305368
1872,ENSMUSG00000026520,2.06052803963,6.74984508732,54.1983900525,5.94322109839e-18,1.35752313304e-15,31.6266425957,3.35288704029,3.2869607843,3.3662878748,3.40541246178,4.26169677045,4.29795715107,4.27152472441,4.21560843588
4038,ENSMUSG00000005973,1.86396791043,6.25217328784,54.0854964097,6.12217934467e-18,1.37721207167e-15,31.6170516862,4.16790017149,4.1539176322,4.16845659699,4.18132628528,4.32861706237,4.38294048976,4.34717402353,4.25573667382
3945,ENSMUSG00000075014,2.4755799846,5.98545675042,53.9968346831,6.26676486205e-18,1.38869638667e-15,31.600428635,7.55800957275,7.56721914867,7.55151702237,7.55529254721,7.60335567389,7.58289336554,7.60600502075,7.62116863536
22660,ENSMUSG00000013033,2.04802159212,5.99632478,53.9001048627,6.42868381383e-18,1.40362747917e-15,31.5746872557,3.98825287995,3.99659263587,4.02822473829,3.93994126568,4.700739818,4.73568837107,4.64369587638,4.72283520655
22219,ENSMUSG00000091490,2.76116981561,4.85787652577,53.669228328,6.83352293791e-18,1.47039587042e-15,31.3796627029,3.37764118374,3.39648930285,3.41425261914,3.32218162925,2.74605823626,2.75065771117,2.64323192872,2.84428506888
38021,ENSMUSG00000092267,-1.3226679858,9.40497230839,-53.4258390098,7.28999722393e-18,1.5462084112e-15,31.2034310459,5.85373936609,5.88968607177,5.81679406114,5.85473796537,6.26792702897,6.25300791365,6.23497064223,6.31580253103
23160,ENSMUSG00000031758,1.74366611343,6.38293681928,53.000932227,8.16693360797e-18,1.70780934194e-15,31.3184616852,4.66972397637,4.65539049694,4.61862372263,4.73515770952,4.49149356941,4.45908061425,4.56772064453,4.44767944944
9775,ENSMUSG00000040943,2.00981832377,6.9720049812,52.7934762207,8.63549350777e-18,1.73502948693e-15,31.2296289057,3.61433735783,3.51457510968,3.69876700832,3.6296699555,3.77394853413,3.76977742452,3.73525230255,3.81681587533
12883,ENSMUSG00000015653,2.62767972116,5.97634950078,52.7297437557,8.78515065763e-18,1.73502948693e-15,31.2630079883,7.01628781329,7.01414557774,7.02496580401,7.00975205812,6.67232420301,6.67141570925,6.66761549708,6.67794140269
20133,ENSMUSG00000070348,2.05021475818,5.98054264373,52.7117051145,8.82801112567e-18,1.73502948693e-15,31.2566902164,3.54009620904,3.61367609719,3.57293448406,3.43367804587,3.34592919198,3.33946948229,3.23283961314,3.4654784805
2280,ENSMUSG00000026728,-1.41856721315,7.37467297731,-52.6836355947,8.89515074339e-18,1.73502948693e-15,31.1670239032,1.30929821336,1.1589428739,1.24590871226,1.52304305392,0.351358917572,0.188490149999,0.617130375097,0.24845622762
24540,ENSMUSG00000040618,2.0617919198,5.54805380157,52.6511698099,8.97348765713e-18,1.73502948693e-15,31.2373841963,9.19018650382,9.2551949303,9.16562758138,9.14973699978,8.92502354749,8.91917386631,8.95358590769,8.90231086845
33012,ENSMUSG00000038679,2.58202221798,5.24865495589,52.6409633803,8.99826702321e-18,1.73502948693e-15,31.2000573011,4.15242334915,4.21167289425,4.05872474269,4.18687241052,3.93502994809,3.84738079814,3.97032414084,3.98738490528
19766,ENSMUSG00000030672,2.97788723659,5.66448107999,52.1297981142,1.03379464378e-17,1.9677883431e-15,31.0887701089,0.75313558428,0.852184967131,0.988654712581,0.418567073128,0.497521886743,0.539682896775,0.828978071277,0.123904692177
922,ENSMUSG00000034486,-2.64827859798,6.39084856263,-51.9202208499,1.09475383496e-17,2.05183452717e-15,31.0387424428,4.61082692781,4.69165879668,4.59338224637,4.54743974038,5.00148902331,4.98210703959,5.03388954811,4.98847048224
23048,ENSMUSG00000003849,1.87154422794,5.89305239655,51.8842795902,1.10558875311e-17,2.05183452717e-15,31.0313093146,6.3795492977,6.4536089305,6.37600682685,6.30903213577,6.59448788468,6.57014150758,6.61604506223,6.59727708422
33913,ENSMUSG00000095834,2.69614976378,5.14180962458,51.7860766457,1.1357822676e-17,2.0818468305e-15,30.9560248822,2.80403576535,2.71210140208,2.85069809197,2.84930780199,2.81626956694,2.6092996489,3.01509878234,2.82441026958
1114,ENSMUSG00000037035,6.76163649952,3.76803016616,50.9276350593,1.44055210213e-17,2.60827769028e-15,28.0657836803,6.98269591605,6.97102199357,6.99855103446,6.97851472011,7.44200067536,7.40877556291,7.45631721912,7.46090924405
31208,ENSMUSG00000041417,-2.49900581674,5.12097371552,-50.0338539715,1.85293015656e-17,3.31451253426e-15,30.4676178878,4.57637829921,4.53545976479,4.5747433918,4.61893174106,3.78442390283,3.7190662247,3.79410754021,3.84009794359
18293,ENSMUSG00000030826,3.04841921141,4.89912905477,49.8140538695,1.9726121389e-17,3.48659195551e-15,30.3626222067,5.59189231005,5.58102036998,5.62290625237,5.57175030779,5.2161100376,5.18754776528,5.22782067376,5.23296167377
27845,ENSMUSG00000018340,1.64991734131,6.43234835668,49.6721155269,2.05427377415e-17,3.58821208527e-15,30.373611852,7.56468306436,7.58243039695,7.54405076709,7.56756802904,7.34046247672,7.36683995515,7.34447154563,7.31007592939
15916,ENSMUSG00000005667,1.29668541462,7.57372197702,49.4403096656,2.1955137456e-17,3.79032471871e-15,30.2076248224,2.84102285355,2.86390911789,2.88892165017,2.77023779259,2.93233184008,2.94558796678,2.78780779062,3.06359976284
25094,ENSMUSG00000030662,0.887323455043,10.3989148305,49.3082146669,2.28061623265e-17,3.89198956393e-15,29.9019304401,5.9639841784,5.97063213479,6.00519110775,5.91612929265,5.61604691228,5.59157579372,5.64942916684,5.60713577629
38606,ENSMUSG00000025007,1.33236389267,6.87790119276,48.731613368,2.69563911431e-17,4.54797203752e-15,30.0549202015,2.2910725858,2.5738513886,2.28966404971,2.00970231908,1.81550302129,1.90552619189,1.81119223875,1.72979063323
35533,ENSMUSG00000042644,1.52837270152,6.57367724554,48.6711786765,2.74360272531e-17,4.57688423176e-15,30.0644628302,3.92451228073,3.9534310727,4.01791307846,3.80219269105,3.75827160661,3.73616878186,3.79049859955,3.7481474384
36193,ENSMUSG00000023951,2.01620593747,5.48997100551,48.6079681298,2.79474752926e-17,4.61040184077e-15,30.1066206212,4.33582218166,4.4104627464,4.27042892727,4.3265748713,5.84450421994,5.887086923,5.76151115397,5.88491458284
23018,ENSMUSG00000060098,1.20722880586,7.46265957934,48.3238745651,3.03753697636e-17,4.95585840528e-15,29.8789879046,4.83590507012,4.89198166602,4.83768826186,4.77804528249,4.43669801404,4.44250445881,4.38356133473,4.48402824858
18262,ENSMUSG00000030796,1.51804596027,6.57721611391,48.0979209365,3.24673582418e-17,5.23959638931e-15,29.8908774751,1.5437920251,1.66625106594,1.29227993062,1.67284507874,1.145930247,1.03591221564,1.1993080862,1.20257043916
20955,ENSMUSG00000004665,-2.28742175222,4.9357747821,-47.9118433728,3.43058864235e-17,5.47676877129e-15,29.8576873462,2.96589334828,3.03927917157,2.94078833967,2.91761253361,2.63019101688,2.64595871438,2.67489624066,2.56971809559
20129,ENSMUSG00000050917,1.48559991029,7.31894554662,47.8351304621,3.50959836861e-17,5.54329861476e-15,29.7449246688,3.13270498976,3.03175365194,3.3334019,3.03295941734,2.3934755881,2.52521274481,2.28124720667,2.3739668128
13596,ENSMUSG00000029246,-1.27022460738,7.69838312394,-47.5453617913,3.82606515106e-17,5.97953571555e-15,29.6237297571,3.84804365752,3.92120941032,3.75365638904,3.86926517319,-1.63289722424,-1.37417782998,-1.64027810062,-1.8842357421
32858,ENSMUSG00000022263,-2.31356391414,5.26496239147,-47.1903592617,4.25595788068e-17,6.50513842352e-15,29.6769359674,6.17505933404,6.11204764676,6.1986810462,6.21444930917,5.99277904286,6.00889435172,5.97449055988,5.99495221699
27152,ENSMUSG00000020422,2.45455293845,6.50001565196,47.1344336384,4.32826543663e-17,6.50513842352e-15,29.6213396775,6.43824108446,6.39395843425,6.50219754038,6.41856727873,6.76996727517,6.7924465537,6.77058157964,6.74687369218
26510,ENSMUSG00000032470,3.57927619355,4.14676779282,47.1061698306,4.36530719197e-17,6.50513842352e-15,29.2878035598,0.49005643485,0.27076384977,0.603615274073,0.595790180707,-0.787675874016,-0.650547562935,-0.510392180825,-1.20208787829
4895,ENSMUSG00000032715,2.2089716143,5.10301100561,47.0761366482,4.40503969197e-17,6.50513842352e-15,29.6443410839,6.68504326733,6.71144678858,6.72668190122,6.6170011122,6.53279172004,6.57632765852,6.50040879844,6.52163870318
22106,ENSMUSG00000031490,1.15927633718,7.58914183234,47.0595303369,4.42717497814e-17,6.50513842352e-15,29.4752484448,0.924328561822,0.852184967131,0.776686984893,1.14411373344,-1.66890143318,-1.94264266295,-1.49227117362,-1.57179046297
13145,ENSMUSG00000075703,-2.16607434686,5.52333158758,-47.0312018781,4.46521026499e-17,6.50513842352e-15,29.6383617928,2.07461509258,2.21041485035,2.09412462641,1.91930580098,3.39623003388,3.48011024976,3.34041719547,3.36816265642
34527,ENSMUSG00000002845,1.63449383402,6.36309405973,47.0283351373,4.46907873105e-17,6.50513842352e-15,29.5818533451,6.47410987037,6.51898737993,6.45965607223,6.44368615893,6.22133396294,6.19790376212,6.25801994565,6.20807818106
1429,ENSMUSG00000026483,1.66005890498,6.24238353386,46.9474348036,4.57973940103e-17,6.53436098561e-15,29.5668555996,4.80882418707,4.74785587437,4.79605367679,4.88256301005,5.15760252954,5.19375140714,5.18859827246,5.09045790903
20704,ENSMUSG00000047146,1.44136442589,8.64682573547,46.9278114887,4.60702071829e-17,6.53436098561e-15,29.3378410796,4.41939217892,4.34820502619,4.55110100301,4.35887050755,4.95615714197,4.98354001556,4.93110760569,4.95382380466
18725,ENSMUSG00000042659,-2.21340695601,5.65060962732,-46.9084853404,4.63405885057e-17,6.53436098561e-15,29.6008484055,2.31883184943,2.38594722932,2.20735589623,2.36319242275,3.57550843094,3.60079993438,3.59746942746,3.52825593099
20102,ENSMUSG00000010755,1.31144567132,7.45369797098,46.8863752543,4.66520013791e-17,6.53436098561e-15,29.4344585912,2.95118300361,3.03927917157,2.85069809197,2.96357174729,2.99373696247,2.99189105687,2.97750298054,3.01181685
30848,ENSMUSG00000032999,2.62745515489,5.18897098082,46.3116140703,5.55857359895e-17,7.71291048818e-15,29.4124117537,4.81129307451,4.88573358571,4.79605367679,4.75209196103,4.76958383118,4.73738809411,4.80621071329,4.76515268615
24570,ENSMUSG00000097542,2.66485175218,4.51056473914,46.2239466854,5.71020406202e-17,7.84994441748e-15,29.2997750539,6.11704244248,6.14642628201,6.08638494008,6.11831610535,6.22122359215,6.18051631581,6.24159381946,6.24156064119
34526,ENSMUSG00000034064,1.24075133372,7.23868723676,46.1905355237,5.76915144236e-17,7.85821940043e-15,29.2326795358,5.76720059197,5.76019561861,5.7663531207,5.7750530366,6.53430207859,6.56105222603,6.5212442336,6.52060977613
37871,ENSMUSG00000034391,5.30404047262,3.63632660592,46.0171786883,6.08563550828e-17,8.21394821741e-15,27.9239575876,6.85060577421,6.99975308549,6.86685813829,6.68520609886,6.68509172767,6.6490151277,6.70451935206,6.70174070326
5237,ENSMUSG00000017723,1.63270986295,6.13692717392,45.853402301,6.40173258437e-17,8.5627498811e-15,29.2315048707,5.81932270387,5.78726370378,5.82470343558,5.84600097226,6.03187025561,5.99688231952,6.01680467352,6.08192377379
2465,ENSMUSG00000036752,-1.10552925342,9.63650304206,-45.71714066,6.67811165102e-17,8.85267175738e-15,28.8505809078,1.66410795026,1.64667751101,1.91307953305,1.43256680673,3.2900280729,3.37920562285,3.22216305862,3.26871553723
744,ENSMUSG00000026235,1.91694328041,5.3956190981,45.4822193197,7.185015672e-17,9.4403475825e-15,29.1609741968,1.15118650194,1.31589094523,1.01654501785,1.12112354273,2.52763810475,2.4442696744,2.49145650246,2.64718813739
14887,ENSMUSG00000032827,1.58764598119,5.90207600251,45.2518117299,7.72234176338e-17,1.00573340492e-14,29.0571669164,5.54846586714,5.58488229455,5.59427425501,5.46624105185,5.68291707946,5.71747604387,5.68776552257,5.64350967194
